Contract reference,Name,Province,Area,Primary Number,Collection name,House Hold Size,Registration Date
C329550016,V***,Lusaka,Kabwata,XXXX1857,S***,6,12/18/2023
C329560015,I***,Lusaka,Kabwata,XXXX5121,S***,5,12/18/2023
C329640015,J***,Lusaka,Kabanana,XXXX1886,B***,6,12/19/2023
C329710016,Y***,Lusaka,Ngombe,XXXX5518,B***,9,12/19/2023
C329730014,F***,Lusaka,Ngombe,XXXX9334,B***,8,12/19/2023
C329780019,M***,Lusaka,Ngwerere,XXXX7847,M***,10,12/20/2023
C329790018,M***,Lusaka,Ngwerere,XXXX7847,M***,10,12/20/2023
C330000019,G***,Lusaka,Ngwerere,XXXX0848,M***,6,1/12/2024
C330630013,S***,Lusaka,Chilenje,XXXX4907,F***,6,2/7/2024
C330670019,S***,Lusaka,George,XXXX8445,S***,6,2/12/2024
C331060012,A***,Lusaka,Chilenje,XXXX8173,I***,6,2/23/2024
C331920017,M***,Lusaka,Chilenje,XXXX6274,I***,6,3/21/2024
C332010016,G***,Lusaka,Chilenje,XXXX6899,I***,6,3/21/2024
C333310019,J***,Lusaka,Jack Compound,XXXX4707,M***,6,4/22/2024
C333340016,P***,Lusaka,Jack Compound,XXXX8479,M***,6,4/22/2024
C333360014,R***,Lusaka,Jack Compound,XXXX2213,M***,7,4/22/2024
C333380012,P***,Lusaka,John Haward,XXXX6262,M***,1,4/22/2024
C333390011,S***,Lusaka,Jack Compound,XXXX8000,M***,4,4/22/2024
C333400018,M***,Lusaka,John Haward,XXXX2775,F***,1,4/22/2024
C333420016,R***,Lusaka,Libala South,XXXX9472,M***,4,4/23/2024
C333450013,J***,Lusaka,Jack Compound,XXXX3212,M***,7,4/23/2024
C333460012,E***,Lusaka,Jack Compound,XXXX3827,M***,8,4/23/2024
C333470011,M***,Lusaka,Jack Compound,XXXX0895,M***,5,4/23/2024
C333480010,E***,Lusaka,Jack Compound,XXXX3949,M***,4,4/23/2024
C333490019,E***,Lusaka,Jack Compound,XXXX7664,M***,5,4/23/2024
C333500015,G***,Lusaka,Jack Compound,XXXX9856,M***,5,4/23/2024
C333540011,F***,Lusaka,Kamwala South,XXXX1844,M***,3,4/23/2024
C333550010,M***,Lusaka,Jack Compound,XXXX8625,M***,5,4/23/2024
C333580017,L***,Lusaka,Jack Compound,XXXX8000,M***,6,4/23/2024
C333590016,C***,Lusaka,Jack Compound,XXXX6577,M***,6,4/23/2024
C333610012,A***,Lusaka,Chilenje South,XXXX3570,I***,5,4/23/2024
C333620011,J***,Lusaka,Chilenje,XXXX2764,I***,7,4/23/2024
C333640019,Z***,Lusaka,Chilenje,XXXX0533,I***,5,4/23/2024
C333660017,J***,Lusaka,Libala South,XXXX2911,I***,4,4/23/2024
C333700011,N***,Lusaka,Chilenje,XXXX7105,I***,7,4/23/2024
C333720019,P***,Lusaka,Chilenje,XXXX7991,I***,4,4/23/2024
C333730018,P***,Lusaka,Chilenje South,XXXX4501,I***,6,4/23/2024
C333740017,S***,Lusaka,Chilenje,XXXX2893,I***,3,4/23/2024
C333750016,M***,Lusaka,Chilenje,XXXX4455,I***,4,4/23/2024
C333760015,M***,Lusaka,Chilenje,XXXX0613,I***,6,4/23/2024
C333770014,U***,Lusaka,Chilenje,XXXX8724,I***,6,4/23/2024
C333790012,F***,Lusaka,Chalala,XXXX5182,I***,5,4/23/2024
C333810018,B***,Lusaka,Chilenje,XXXX2985,I***,7,4/23/2024
C333820017,M***,Lusaka,Chilenje,XXXX5432,I***,5,4/23/2024
C333830016,I***,Lusaka,Chilenje,XXXX3708,I***,5,4/23/2024
C333850014,M***,Lusaka,Chilenje,XXXX8517,I***,3,4/23/2024
C333870012,N***,Lusaka,Chilenje,XXXX0380,I***,5,4/23/2024
C333880011,E***,Lusaka,Chalala,XXXX9493,I***,3,4/23/2024
C333890010,C***,Lusaka,Chilenje,XXXX4528,I***,4,4/23/2024
C333900017,A***,Lusaka,Chalala,XXXX7363,I***,5,4/23/2024
C333940013,P***,Lusaka,Chilenje,XXXX1911,I***,5,4/23/2024
C333950012,E***,Lusaka,Chilenje,XXXX9660,I***,5,4/23/2024
C333960011,M***,Lusaka,Chalala,XXXX5551,S***,5,4/23/2024
C334090016,M***,Lusaka,15 Miles,XXXX7386,S***,7,4/24/2024
C334100013,F***,Lusaka,15 Miles,XXXX0837,S***,6,4/24/2024
C334110012,F***,Lusaka,15 Miles,XXXX4231,S***,7,4/24/2024
C334120011,D***,Lusaka,15 Miles,XXXX5489,S***,4,4/24/2024
C334130010,M***,Lusaka,15 Miles,XXXX5734,S***,4,4/24/2024
C334140019,C***,Lusaka,15 Miles,XXXX2364,S***,8,4/24/2024
C334160017,F***,Lusaka,15 Miles,XXXX3784,S***,9,4/24/2024
C334170016,N***,Lusaka,15 Miles,XXXX2921,S***,11,4/24/2024
C334180015,B***,Lusaka,15 Miles,XXXX1433,S***,7,4/24/2024
C334190014,K***,Lusaka,15 Miles,XXXX5641,S***,8,4/24/2024
C334210010,M***,Lusaka,15 Miles,XXXX1985,S***,5,4/24/2024
C334240017,K***,Lusaka,15 Miles,XXXX4071,S***,7,4/24/2024
C334250016,S***,Lusaka,15 Miles,XXXX8577,S***,4,4/24/2024
C334260015,R***,Lusaka,15 Miles,XXXX4987,S***,6,4/24/2024
C334270014,K***,Lusaka,15 Miles,XXXX2424,S***,5,4/24/2024
C334280013,M***,Lusaka,15 Miles,XXXX5434,S***,5,4/24/2024
C334290012,N***,Lusaka,15 Miles,XXXX8889,S***,7,4/24/2024
C334300019,C***,Lusaka,15 Miles,XXXX0086,S***,5,4/24/2024
C334310018,M***,Lusaka,15 Miles,XXXX0566,S***,7,4/24/2024
C334320017,J***,Lusaka,15 Miles,XXXX7642,S***,11,4/24/2024
C334330016,L***,Lusaka,15 Miles,XXXX2828,S***,6,4/24/2024
C334340015,I***,Lusaka,15 Miles,XXXX6808,S***,5,4/24/2024
C334380011,A***,Lusaka,15 Miles,XXXX2991,S***,5,4/24/2024
C334390010,C***,Lusaka,Ngombe,XXXX9020,J***,1,4/25/2024
C334460011,C***,Lusaka,Ngombe,XXXX6268,B***,3,4/25/2024
C334500014,S***,Lusaka,Ngombe,XXXX0024,B***,6,4/25/2024
C334510013,A***,Lusaka,Ngombe,XXXX4469,B***,6,4/25/2024
C334550019,D***,Lusaka,Ngombe,XXXX9323,B***,6,4/25/2024
C334560018,R***,Lusaka,Ngombe,XXXX3575,B***,5,4/25/2024
C334600012,M***,Lusaka,Ngombe,XXXX0016,B***,7,4/25/2024
C334610011,M***,Lusaka,Ngombe,XXXX8758,B***,7,4/25/2024
C334620010,P***,Lusaka,Ngombe,XXXX3386,B***,8,4/25/2024
C334680014,J***,Lusaka,Ngombe,XXXX8485,B***,7,4/25/2024
C334700010,B***,Lusaka,Ngombe,XXXX9010,B***,6,4/25/2024
C334720018,T***,Lusaka,Ngombe,XXXX5325,B***,5,4/25/2024
C334730017,N***,Lusaka,Ngombe,XXXX3311,B***,7,4/25/2024
C334780012,L***,Lusaka,Ngombe,XXXX5106,B***,7,4/25/2024
C334790011,M***,Lusaka,Ngombe,XXXX7049,B***,5,4/25/2024
C334820016,D***,Lusaka,Ngombe,XXXX5782,B***,4,4/25/2024
C334840014,A***,Lusaka,Ngombe,XXXX8875,B***,8,4/25/2024
C334860012,L***,Lusaka,Ngombe,XXXX1232,B***,10,4/25/2024
C334890019,V***,Lusaka,George,XXXX0011,P***,4,4/26/2024
C334910015,R***,Lusaka,George,XXXX7433,P***,3,4/26/2024
C334920014,M***,Lusaka,George,XXXX5107,P***,6,4/26/2024
C334930013,D***,Lusaka,George,XXXX4034,P***,5,4/26/2024
C334940012,A***,Lusaka,George,XXXX2873,P***,5,4/26/2024
C334950011,I***,Lusaka,George,XXXX1544,P***,6,4/26/2024
C334960010,J***,Lusaka,George,XXXX1963,P***,5,4/26/2024
C334970019,A***,Lusaka,George,XXXX6955,P***,5,4/26/2024
C334990017,K***,Lusaka,Garden House,XXXX6282,P***,7,4/26/2024
C335000014,B***,Lusaka,Zanimuone,XXXX1301,J***,6,4/26/2024
C335010013,T***,Lusaka,New Kasama,XXXX0701,P***,4,4/26/2024
C335030011,R***,Lusaka,Garden House,XXXX5467,P***,4,4/26/2024
C335110011,R***,Lusaka,Kabwata,XXXX2027,I***,4,4/30/2024
C335120010,J***,Lusaka,Chalala,XXXX8072,S***,8,4/30/2024
C335140018,P***,Lusaka,Chalala,XXXX1907,S***,8,4/30/2024
C335150017,P***,Lusaka,Chalala,XXXX4476,S***,5,4/30/2024
C335160016,S***,Lusaka,Chalala,XXXX0702,S***,5,4/30/2024
C335170015,D***,Lusaka,Chalala,XXXX4356,S***,5,4/30/2024
C335230017,M***,Lusaka,Chawama,XXXX2971,F***,3,5/2/2024
C335270013,G***,Lusaka,Chamba Valley,XXXX9828,J***,4,5/3/2024
C335800017,N***,Lusaka,Zanimuone,XXXX8577,G***,6,5/8/2024
C335810016,N***,Lusaka,10 Miles,XXXX2145,G***,9,5/8/2024
C335840013,M***,Lusaka,Zanimuone,XXXX7236,G***,9,5/8/2024
C336070016,E***,Lusaka,Zanimuone,XXXX1770,G***,3,5/8/2024
C336110010,D***,Lusaka,Zanimuone,XXXX0748,G***,9,5/8/2024
C336150016,E***,Lusaka,Zanimuone,XXXX9165,G***,10,5/8/2024
C336220017,S***,Lusaka,Zanimuone,XXXX1027,G***,5,5/8/2024
C336230016,M***,Lusaka,Zanimuone,XXXX4362,G***,7,5/8/2024
C336270012,D***,Lusaka,Zanimuone,XXXX4334,G***,10,5/8/2024
C336280011,J***,Lusaka,Zanimuone,XXXX3303,G***,2,5/8/2024
C336380019,R***,Lusaka,6 Miles,XXXX9400,G***,4,5/9/2024
C336450010,E***,Lusaka,6 Miles,XXXX4533,G***,7,5/9/2024
C336480017,M***,Lusaka,6 Miles,XXXX7963,G***,4,5/9/2024
C336510011,E***,Lusaka,6 Miles,XXXX7717,G***,4,5/9/2024
C336550017,C***,Lusaka,6 Miles,XXXX5845,E***,10,5/9/2024
C336560016,M***,Lusaka,6 Miles,XXXX5191,G***,8,5/9/2024
C336580014,A***,Lusaka,6 Miles,XXXX8580,G***,7,5/9/2024
C336590013,M***,Lusaka,6 Miles,XXXX9841,G***,6,5/9/2024
C336610019,L***,Lusaka,6 Miles,XXXX1946,G***,9,5/9/2024
C336630017,A***,Lusaka,6 Miles,XXXX0896,G***,4,5/9/2024
C336640016,M***,Lusaka,6 Miles,XXXX8191,G***,5,5/9/2024
C336760012,A***,Lusaka,Zanimuone,XXXX3088,D***,2,5/10/2024
C337040018,R***,Lusaka,Zanimuone,XXXX8135,D***,5,5/10/2024
C337060016,M***,Lusaka,Zanimuone,XXXX1735,D***,6,5/10/2024
C337560015,Z***,Lusaka,6 Miles,XXXX0203,E***,10,5/13/2024
C337600019,B***,Lusaka,15 Miles,XXXX9601,S***,6,5/13/2024
C337610018,R***,Lusaka,15 Miles,XXXX1495,I***,5,5/13/2024
C337620017,R***,Lusaka,15 Miles,XXXX8266,I***,6,5/13/2024
C337630016,B***,Lusaka,15 Miles,XXXX3404,I***,5,5/13/2024
C337640015,A***,Lusaka,15 Miles,XXXX3747,I***,6,5/13/2024
C337660013,G***,Lusaka,15 Miles,XXXX8816,I***,8,5/13/2024
C337670012,A***,Lusaka,15 Miles,XXXX8805,I***,9,5/13/2024
C337680011,C***,Lusaka,15 Miles,XXXX1211,I***,11,5/13/2024
C337690010,E***,Lusaka,15 Miles,XXXX5608,I***,6,5/13/2024
C337730014,C***,Lusaka,15 Miles,XXXX5724,I***,3,5/13/2024
C337740013,E***,Lusaka,15 Miles,XXXX9381,I***,7,5/13/2024
C337760011,G***,Lusaka,15 Miles,XXXX1734,I***,5,5/13/2024
C337780019,M***,Lusaka,15 Miles,XXXX9198,I***,5,5/13/2024
C337800015,J***,Lusaka,15 Miles,XXXX1230,I***,4,5/13/2024
C337810014,P***,Lusaka,15 Miles,XXXX7821,I***,6,5/13/2024
C337820013,S***,Lusaka,15 Miles,XXXX9129,S***,9,5/13/2024
C337840011,J***,Lusaka,15 Miles,XXXX8010,I***,9,5/13/2024
C337850010,M***,Lusaka,6 Miles,XXXX5616,E***,5,5/13/2024
C337870018,K***,Lusaka,15 Miles,XXXX8555,M***,5,5/13/2024
C337880017,G***,Lusaka,15 Miles,XXXX5091,M***,8,5/14/2024
C337890016,C***,Lusaka,15 Miles,XXXX4654,I***,8,5/14/2024
C339580011,M***,Lusaka,Chaminuka,XXXX2455,E***,3,5/24/2024
C339600017,S***,Lusaka,Chaminuka,XXXX5183,E***,6,5/24/2024
C339630014,F***,Lusaka,Chaminuka,XXXX2460,E***,6,5/24/2024
C339640013,J***,Lusaka,Chaminuka,XXXX1777,E***,4,5/24/2024
C339690018,M***,Lusaka,Ngombe,XXXX6270,J***,6,5/24/2024
C339950016,F***,Lusaka,Ngombe,XXXX2859,J***,6,6/6/2024
C339960015,H***,Lusaka,Ngombe,XXXX6203,J***,7,6/6/2024
C339970014,J***,Lusaka,Ngombe,XXXX4950,J***,14,6/6/2024
C339980013,J***,Lusaka,Ngombe,XXXX7670,J***,5,6/6/2024
C339990012,D***,Lusaka,Ngombe,XXXX0442,J***,7,6/6/2024
C340170018,T***,Lusaka,Chamba Valley,XXXX3617,J***,7,6/7/2024
C340410018,S***,Lusaka,George,XXXX8325,S***,5,6/11/2024
C340420017,G***,Lusaka,George,XXXX7802,S***,10,6/11/2024
C340430016,S***,Lusaka,George,XXXX9244,S***,5,6/11/2024
C340440015,E***,Lusaka,George,XXXX0175,S***,6,6/11/2024
C340450014,L***,Lusaka,George,XXXX6455,S***,6,6/11/2024
C340460013,M***,Lusaka,George,XXXX0891,S***,5,6/11/2024
C340480011,D***,Lusaka,George,XXXX7242,S***,6,6/11/2024
C340500016,C***,Lusaka,George,XXXX9242,S***,6,6/11/2024
C340510015,J***,Lusaka,George,XXXX6884,S***,5,6/11/2024
C340540012,J***,Lusaka,George,XXXX1471,S***,8,6/11/2024
C340570019,V***,Lusaka,George,XXXX3932,S***,4,6/11/2024
C340580018,E***,Lusaka,George,XXXX9315,S***,7,6/11/2024
C340600014,H***,Lusaka,George,XXXX9008,S***,4,6/11/2024
C340610013,C***,Lusaka,George,XXXX4382,S***,2,6/11/2024
C340620012,A***,Lusaka,George,XXXX4987,S***,5,6/11/2024
C340630011,V***,Lusaka,George,XXXX9210,S***,6,6/11/2024
C340670017,O***,Lusaka,Mtendere Main,XXXX1214,J***,4,6/12/2024
C340680016,S***,Lusaka,Mtendere Main,XXXX1211,J***,9,6/12/2024
C340690015,N***,Lusaka,Mtendere Main,XXXX0670,J***,4,6/12/2024
C340730019,D***,Lusaka,Mtendere Main,XXXX7273,J***,7,6/12/2024
C340750017,J***,Lusaka,Mtendere Main,XXXX2166,J***,4,6/12/2024
C340760016,M***,Lusaka,Chelstone,XXXX7202,T***,5,6/12/2024
C340770015,I***,Lusaka,Mtendere Main,XXXX8913,J***,3,6/12/2024
C340780014,D***,Lusaka,Mtendere,XXXX1713,J***,3,6/12/2024
C340790013,B***,Lusaka,Mtendere,XXXX9934,J***,5,6/12/2024
C340810019,S***,Lusaka,Mtendere Main,XXXX4333,J***,5,6/12/2024
C340880012,C***,Lusaka,Kasupe,XXXX1325,J***,9,6/13/2024
C340900018,G***,Lusaka,Kasupe,XXXX1886,J***,4,6/13/2024
C340910017,M***,Lusaka,Kasupe,XXXX4059,J***,4,6/13/2024
C340920016,E***,Lusaka,Kasupe,XXXX9545,J***,7,6/13/2024
C340930015,E***,Lusaka,Kasupe,XXXX6544,J***,4,6/13/2024
C340940014,G***,Lusaka,Kasupe,XXXX6791,J***,6,6/13/2024
C340960012,D***,Lusaka,Kasupe,XXXX1798,J***,5,6/13/2024
C340990019,B***,Lusaka,Kasupe,XXXX3440,J***,3,6/13/2024
C341020014,C***,Lusaka,Kasupe,XXXX1342,J***,5,6/13/2024
C341030013,D***,Lusaka,Kasupe,XXXX1408,J***,6,6/13/2024
C341080018,I***,Lusaka,Kasupe,XXXX8425,J***,5,6/13/2024
C341090017,M***,Lusaka,Kasupe,XXXX7834,J***,5,6/13/2024
C341100014,P***,Lusaka,Kasupe,XXXX0206,J***,4,6/13/2024
C341120012,D***,Lusaka,Kasupe,XXXX0302,J***,5,6/13/2024
C341140010,G***,Lusaka,Kasupe,XXXX5367,J***,8,6/13/2024
C341150019,L***,Lusaka,Kasupe,XXXX6103,J***,8,6/13/2024
C341160018,M***,Lusaka,Kasupe,XXXX8220,J***,6,6/13/2024
C341170017,I***,Lusaka,Kasupe,XXXX3395,J***,7,6/13/2024
C341180016,M***,Lusaka,Kasupe,XXXX1995,J***,8,6/13/2024
C341200012,T***,Lusaka,Kasupe,XXXX3866,J***,7,6/13/2024
C341210011,B***,Lusaka,Kasupe,XXXX5966,J***,8,6/13/2024
C341220010,K***,Lusaka,Kasupe,XXXX2238,J***,6,6/13/2024
C341230019,E***,Lusaka,Kasupe,XXXX2591,J***,6,6/13/2024
C341240018,S***,Lusaka,Kasupe,XXXX3432,J***,4,6/13/2024
C341260016,E***,Lusaka,Ngombe,XXXX2185,J***,6,6/14/2024
C341270015,T***,Lusaka,Ngombe,XXXX0251,J***,3,6/14/2024
C341310019,M***,Lusaka,Ngombe,XXXX2075,J***,7,6/14/2024
C341320018,T***,Lusaka,Ngombe,XXXX2943,J***,4,6/14/2024
C341360014,H***,Lusaka,Ngombe,XXXX4854,J***,7,6/14/2024
C341370013,I***,Lusaka,Ngombe,XXXX6049,J***,7,6/14/2024
C341380012,M***,Lusaka,Ngombe,XXXX9506,B***,8,6/14/2024
C341400018,M***,Lusaka,10 Miles,XXXX6136,B***,3,6/14/2024
C341430015,N***,Lusaka,Ngombe,XXXX3103,J***,4,6/14/2024
C341440014,D***,Lusaka,Ngombe,XXXX4228,J***,5,6/14/2024
C341450013,E***,Lusaka,Ngombe,XXXX8646,B***,5,6/14/2024
C341460012,B***,Lusaka,Ngombe,XXXX0489,J***,5,6/14/2024
C341470011,P***,Lusaka,Ngombe,XXXX7492,J***,11,6/14/2024
C341520013,B***,Lusaka,Ngombe,XXXX0883,J***,8,6/14/2024
C341570018,B***,Lusaka,Ngombe,XXXX5452,B***,6,6/14/2024
C341580017,C***,Lusaka,Ngombe,XXXX7671,J***,9,6/14/2024
C341600013,B***,Lusaka,Ngombe,XXXX4092,J***,5,6/14/2024
C341620011,I***,Lusaka,Ngombe,XXXX2950,J***,6,6/14/2024
C341650018,E***,Lusaka,Ngombe,XXXX3320,J***,8,6/14/2024
C341780013,E***,Lusaka,Ngombe,XXXX4126,B***,5,6/14/2024
C341860013,A***,Lusaka,SOS,XXXX6861,J***,3,6/17/2024
C341880011,A***,Lusaka,SOS,XXXX3869,J***,6,6/17/2024
C341890010,N***,Lusaka,SOS,XXXX5060,J***,3,6/17/2024
C341910016,A***,Lusaka,SOS,XXXX9645,J***,7,6/17/2024
C341920015,T***,Lusaka,SOS,XXXX4561,J***,8,6/17/2024
C341950012,R***,Lusaka,SOS,XXXX2335,J***,5,6/17/2024
C341960011,F***,Lusaka,Chazanga,XXXX1144,J***,4,6/17/2024
C342000015,O***,Lusaka,Chazanga,XXXX4505,J***,8,6/17/2024
C342010014,G***,Lusaka,Chazanga,XXXX3626,J***,8,6/17/2024
C342020013,B***,Lusaka,Chazanga,XXXX1758,J***,6,6/17/2024
C342030012,R***,Lusaka,Chazanga,XXXX8344,J***,4,6/17/2024
C342050010,P***,Lusaka,Chazanga,XXXX5261,J***,5,6/17/2024
C342080017,M***,Lusaka,SOS,XXXX4826,J***,6,6/17/2024
C342100013,V***,Lusaka,Chazanga,XXXX5178,J***,5,6/18/2024
C342130010,B***,Lusaka,Chazanga,XXXX5298,J***,9,6/17/2024
C342140019,M***,Lusaka,Chazanga,XXXX0806,M***,4,6/17/2024
C342170016,A***,Lusaka,Chazanga,XXXX0609,J***,8,6/17/2024
C342190014,J***,Lusaka,Chazanga,XXXX1627,J***,4,6/17/2024
C342220019,P***,Lusaka,Chazanga,XXXX5250,J***,5,6/17/2024
C342230018,C***,Lusaka,Chazanga,XXXX2535,J***,7,6/17/2024
C342250016,K***,Lusaka,Chazanga,XXXX3701,J***,5,6/17/2024
C342270014,J***,Lusaka,Chazanga,XXXX6597,J***,7,6/17/2024
C342340015,R***,Lusaka,Chazanga,XXXX9074,J***,8,6/17/2024
C342410016,C***,Lusaka,Kanyama,XXXX0810,D***,6,6/18/2024
C342420015,A***,Lusaka,Kanyama,XXXX9941,D***,7,6/18/2024
C342430014,I***,Lusaka,Kanyama,XXXX1089,D***,3,6/18/2024
C342440013,F***,Lusaka,Kanyama,XXXX8568,D***,5,6/18/2024
C342450012,T***,Lusaka,Makeni Villa,XXXX0294,M***,5,6/18/2024
C342470010,E***,Lusaka,Kanyama,XXXX0041,D***,4,6/18/2024
C342480019,K***,Lusaka,Kanyama,XXXX0382,D***,5,6/18/2024
C342500014,N***,Lusaka,Kanyama,XXXX6210,D***,6,6/18/2024
C342520012,A***,Lusaka,Kanyama,XXXX1132,D***,7,6/18/2024
C342540010,P***,Lusaka,Kanyama,XXXX7050,D***,8,6/18/2024
C342550019,S***,Lusaka,Kanyama,XXXX3745,D***,6,6/18/2024
C342560018,A***,Lusaka,Garden House,XXXX3691,K***,5,6/18/2024
C342570017,J***,Lusaka,Kanyama,XXXX0626,D***,5,6/18/2024
C342580016,K***,Lusaka,Kanyama,XXXX7723,D***,10,6/18/2024
C342590015,M***,Lusaka,Garden House,XXXX3605,E***,4,6/18/2024
C342610011,P***,Lusaka,Makeni,XXXX1866,M***,8,6/18/2024
C342620010,D***,Lusaka,Garden House,XXXX1623,E***,5,6/18/2024
C342630019,F***,Lusaka,Garden House,XXXX7630,E***,8,6/18/2024
C342650017,F***,Lusaka,Garden House,XXXX1440,E***,6,6/18/2024
C342690013,B***,Lusaka,Makeni,XXXX2621,M***,4,6/19/2024
C342700010,M***,Lusaka,Makeni,XXXX0440,M***,6,6/18/2024
C342710019,E***,Lusaka,Makeni,XXXX6155,M***,4,6/18/2024
C342720018,A***,Lusaka,Garden House,XXXX2729,K***,7,6/18/2024
C342730017,M***,Lusaka,Garden House,XXXX1910,K***,7,6/18/2024
C342740016,G***,Lusaka,Garden House,XXXX8775,K***,8,6/18/2024
C342750015,P***,Lusaka,Garden House,XXXX9097,K***,7,6/18/2024
C342760014,A***,Lusaka,Garden House,XXXX0143,K***,3,6/18/2024
C342780012,M***,Lusaka,Garden House,XXXX1798,K***,6,6/18/2024
C342790011,P***,Lusaka,Garden House,XXXX5566,K***,10,6/18/2024
C342800018,T***,Lusaka,Garden House,XXXX1127,K***,4,6/18/2024
C342820016,D***,Lusaka,Jack Compound,XXXX4443,L***,6,6/19/2024
C342830015,S***,Lusaka,Jack Compound,XXXX9945,L***,10,6/19/2024
C342840014,T***,Lusaka,Jack Compound,XXXX9223,L***,6,6/19/2024
C342860012,C***,Lusaka,Jack Compound,XXXX0973,L***,5,6/19/2024
C342870011,S***,Lusaka,Jack Compound,XXXX3112,M***,5,6/19/2024
C342890019,F***,Lusaka,Jack Compound,XXXX3126,L***,4,6/19/2024
C342900016,V***,Lusaka,Jack Compound,XXXX7868,L***,5,6/19/2024
C342910015,D***,Lusaka,Jack Compound,XXXX8510,L***,4,6/19/2024
C342930013,S***,Lusaka,Jack Compound,XXXX0822,L***,7,6/19/2024
C342940012,N***,Lusaka,Jack Compound,XXXX1320,L***,6,6/19/2024
C342960010,E***,Lusaka,Jack Compound,XXXX0822,L***,6,6/19/2024
C343020012,D***,Lusaka,Jack Compound,XXXX8567,L***,4,6/19/2024
C343070017,N***,Lusaka,Jack Compound,XXXX7867,L***,5,6/19/2024
C343100012,J***,Lusaka,Kamwala South,XXXX1559,L***,5,6/19/2024
C343130019,B***,Lusaka,Jack Compound,XXXX8031,L***,7,6/19/2024
C343160016,Z***,Lusaka,Jack Compound,XXXX2916,L***,8,6/19/2024
C343170015,H***,Lusaka,Jack,XXXX7702,M***,6,6/19/2024
C343190013,R***,Lusaka,Jack Compound,XXXX3961,L***,4,6/19/2024
C343210019,L***,Lusaka,Jack Compound,XXXX9285,L***,4,6/19/2024
C343220018,P***,Lusaka,Jack Compound,XXXX2635,L***,4,6/20/2024
C343230017,F***,Lusaka,Chilanga,XXXX5802,M***,6,6/21/2024
C343240016,M***,Lusaka,Chilanga,XXXX1607,M***,4,6/21/2024
C343260014,M***,Lusaka,Chilanga,XXXX2772,M***,8,6/21/2024
C343270013,M***,Lusaka,Chilanga,XXXX2597,M***,8,6/21/2024
C343280012,B***,Lusaka,Chilanga,XXXX3117,M***,5,6/21/2024
C343320016,M***,Lusaka,Chilanga,XXXX7059,M***,3,6/21/2024
C343340014,C***,Lusaka,Chilanga,XXXX1348,M***,4,6/21/2024
C343430013,E***,Lusaka,Chilenje,XXXX0232,A***,7,6/24/2024
C343450011,S***,Lusaka,Chilenje,XXXX4869,I***,6,6/24/2024
C343460010,A***,Lusaka,Chilenje,XXXX9870,I***,2,6/24/2024
C343560017,F***,Lusaka,Chilenje,XXXX2958,A***,8,6/24/2024
C343570016,M***,Lusaka,Chilenje,XXXX5119,A***,4,6/24/2024
C343580015,B***,Lusaka,Chilenje,XXXX6721,A***,4,6/24/2024
C343590014,S***,Lusaka,Chilenje,XXXX1264,A***,6,6/24/2024
C343630018,H***,Lusaka,Libala South,XXXX5383,A***,4,6/24/2024
C343700019,K***,Lusaka,Chilenje,XXXX4484,A***,5,6/24/2024
C343730016,N***,Lusaka,Chilenje,XXXX3391,A***,3,6/25/2024
C343750014,T***,Lusaka,Chilenje,XXXX7288,A***,6,6/25/2024
C343760013,A***,Lusaka,Chilenje,XXXX6743,A***,6,6/25/2024
C343850012,K***,Lusaka,Chilenje,XXXX9433,I***,7,6/25/2024
C343880019,S***,Lusaka,Chilenje,XXXX3660,I***,8,6/25/2024
C343920013,C***,Lusaka,Chilenje,XXXX4704,I***,4,6/25/2024
C343930012,M***,Lusaka,Libala South,XXXX3419,I***,4,6/25/2024
C343950010,E***,Lusaka,Chilenje,XXXX7633,I***,4,6/25/2024
C343960019,G***,Lusaka,Chilenje,XXXX8844,I***,6,6/25/2024
C343970018,L***,Lusaka,Chilenje,XXXX7850,I***,6,6/25/2024
C343990016,G***,Lusaka,Chilenje,XXXX7397,I***,8,6/25/2024
C344000013,E***,Lusaka,Chilenje South,XXXX8980,L***,6,6/25/2024
C344010012,L***,Lusaka,Chilenje South,XXXX0091,I***,5,6/25/2024
C344030010,D***,Lusaka,Chilenje,XXXX0299,I***,5,6/25/2024
C344040019,E***,Lusaka,Chilenje,XXXX2421,I***,9,6/25/2024
C344060017,F***,Lusaka,Chilenje,XXXX5510,S***,5,6/25/2024
C344070016,L***,Lusaka,Chilenje,XXXX7264,A***,8,6/25/2024
C344080015,B***,Lusaka,Chilenje,XXXX9007,I***,8,6/25/2024
C344090014,L***,Lusaka,Chilenje,XXXX1942,I***,5,6/25/2024
C344100011,G***,Lusaka,Chilenje,XXXX1770,L***,7,6/25/2024
C344110010,S***,Lusaka,Chilenje,XXXX7255,I***,8,6/25/2024
C344120019,B***,Lusaka,Chilenje,XXXX0872,I***,10,6/25/2024
C344140017,M***,Lusaka,Chilenje,XXXX9113,L***,8,6/25/2024
C344150016,M***,Lusaka,Chongwe,XXXX4598,L***,6,7/16/2024
C344170014,R***,Lusaka,Libala South,XXXX7409,L***,6,6/25/2024
C344190012,K***,Lusaka,Chilenje,XXXX7548,I***,8,6/25/2024
C344200019,T***,Lusaka,Chilenje South,XXXX6347,L***,6,6/25/2024
C344210018,M***,Lusaka,Chilenje,XXXX3338,I***,6,6/25/2024
C344220017,M***,Lusaka,Chilenje,XXXX9102,I***,6,6/25/2024
